      .74       9.66  
      .93        5.8  
     3.07       3.69  
     4.16       3.65  
     2.54       3.57  
       .7       9.09  
      .93       9.81  
     1.55       6.53  
     4.08       3.87  
     1.79       6.27  
     3.45       4.31  
      2.2       6.47  
     1.24       7.83  
     1.09       9.27  
     2.38       4.44  
     1.12       8.76  
     2.15       5.72  
       .9       8.48  
     1.28       7.23  
     5.14       3.64  
      1.1       9.58  
     7.36       3.59  
     1.72       7.28  
     5.12       3.72  
