 4.010695  -4.660194   11.15578   4.730618  
 4.241645   -.509165    8.40868    .250941  
-3.329223   13.10133   3.336113   5.256571  
 .8928571   2.986425   1.937046   2.378121  
 .3792667   7.557118   -2.77118  -4.181185  
 4.282116  -.7352941    2.52443   7.030303  
-.4830918   3.621399   1.906275   .3397509  
-3.883495    -2.5417   -4.36477  -8.803612  
 3.914141  -1.140994   1.140994  -.1237624  
 2.673147   2.225886   .2417405   7.682775  
-1.893491   -7.33871   5.948553   1.150748  
 1.447527   1.131419   3.110774   1.137656  
 7.134364   4.302926   4.635762   14.28571  
-2.885683  -4.290429  -.7735584  -1.968504  
 2.057143  -1.637931   .9213324  -.2008032  
 5.039194   2.804557   .7724719    3.62173  
 3.518124   1.875533    1.95122  -11.94175  
-.8238929  -.5857741  -3.417635  -17.08931  
 8.826584   7.491582   7.289455   13.03191  
 1.526718   7.830853  -.9234828  -2.470588  
-.6578947  -1.525054    3.79494   10.01206  
-2.459792  -5.162242  -.3848621   -1.20614  
 1.648885  -2.099533   5.086928   .8879023  
 2.099237   2.382843   1.838235   3.190319  
 -6.82243    1.62917  -4.993983  -2.985075  
 .8024072  -6.183206  -6.269791   7.252747  
  2.38806  -2.359642  -13.17568   1.536885  
-2.623907  -6.666667  -1.011673  -1.614531  
 9.181637   5.446429   10.45597    6.25641  
-.9140768  -.6773921  -3.772242   4.633204  
-.4612546   4.859335  -3.920118   4.889299  
-9.453197  -4.227642  -12.31717  -10.20229  
-5.117707  -7.385399  -20.45654  -10.57786  
-.6472492  -4.949587   18.21192   8.324206  
  5.97177  -.5785921  -11.01774  -.9100101  
 2.459016  -3.006789   4.931794   2.040816  
      4.2        3.3       -1.3        7.2  
  6.71785   6.292352   14.58967   9.514925  
 2.158273    2.73224    .530504   5.536627  
 .0880282   6.205674  -.4397537  -4.277643  
 3.869833  -1.502504   .0883392   3.372681  
-4.826418  -.2542373  -7.413945  -1.060359  
 4.448399    4.33305   2.192564   9.315746  
 2.044293  -2.035831  -6.809701  -.3016591  
-1.919866   1.413134   5.805806  -1.059002  
 1.106383   7.786885   3.027436    2.06422  
-4.377104  -4.562737  -8.264462   2.771536  
 11.17958   2.788845  -5.405406   3.571429  
-1.979414  -1.705426  -.4232804   7.037298  
 .9693053  -.5520505  -4.675877   7.166338  
    -2.24  -1.903251  -8.807135   .1840491  
 2.864157   4.607923  -7.090465   8.695652  
 .0795545   1.313756   4.473684   13.23944  
-1.748808  -1.983219  -10.20151     .39801  
 3.964401  -1.634241  -1.402525  -3.666997  
-2.412451  -4.351266   13.65576  -4.269547  
  .877193  -4.052936  -5.381727  -2.203117  
 .2371542  -3.965517  -2.380952   12.47253  
 2.996845   1.526032   3.387534  -6.155349  
 .9954058   7.073386  -1.179554   -5.10151  
 .7581501  -1.403798    -.66313   4.333516  
 1.053424   5.360134  -1.068091   10.41009  
 1.861504   3.497615   11.47099   .5714286  
 -2.55848    .921659   13.19613   6.912879  
 2.250563    3.27245   .9625669   7.927369  
 .0733676    .073692  -3.495763  -3.693065  
-.5131965   6.111929   5.049396  -1.533873  
 3.463522   6.384455   2.089864   8.005193  
 -.997151   .0652316  -3.991812   1.682692  
 1.942446    7.56193   .2132196     21.513  
-1.340861  -4.848485  -15.74468  -2.172503  
 1.001431   8.152866    4.79798   30.29499  
  3.25779   6.301531   13.25301  -3.383363  
-2.949245   -5.65097    .106383  -9.373354  
-4.593639  -5.813271  -4.144527  -13.24811  
 1.111111   .6234414   2.549889  -.7367716  
 1.245421   .8054523   4.864865   6.578948  
-2.677279  -4.486785  -.5154639  -8.325419  
 3.197026   3.667954  -2.176166   8.252763  
 3.746398   2.917443   .2118644   4.720893  
-2.708333  -4.402895  -3.911205  -4.112092  
  2.06995   .8201893    .550055   1.302414  
-3.916084  -7.571965   -4.04814  -12.22954  
 1.237263   1.218687   2.508552  -3.251161  
 2.444285  -4.347826  -6.117909  -10.33973  
 3.578947   4.895105  -7.819905    13.3855  
 2.710027  -.6666667  -3.084833   3.123865  
 2.836412   7.516778   1.856764  -2.641775  
 3.592046  -1.498127  -5.859375   12.51809  
 2.167183  -.1267427  -4.564315  -2.122186  
 3.151515   4.885787   11.73913   2.693824  
        0   .7864489   6.744488  -2.911068  
   3.9953    .180072   .7290401   5.074135  
-.5084746   -2.93589  -1.809409   1.411101  
 4.088586   4.135802   5.036855   .3401361  
 1.745772   2.015412   6.432748   2.650231  
 3.270777   3.893085   2.197802   12.75893  
  .674974   .0559284  -3.225806  -2.076677  
 .8251676  -2.794858   4.888889  -1.495378  
 1.329923   4.082806   4.661017   .0552029  
  2.27158  -2.209945  -1.923077   2.731035  
 .2467917  -1.016949   1.960784  -2.148228  
-4.579025  -2.796804  -7.489879  -3.073545  
 1.857585   4.110394  -2.625821   4.445074  
 5.420466   .9024253   5.505618   6.668474  
  2.64296   2.627166  -4.792332   4.828463  
 7.303371   1.633987   .7829978   7.345455  
-2.137871   1.554127  -5.882353   .4290876  
 6.152474  -.0527704  -6.603774  -.9444569  
 .5879883   1.055966   1.262626   .5675369  
-4.258873  -1.149425  -1.246883  -6.455982  
 5.843873   2.748414   4.924242   2.944016  
 5.850845   4.938272   3.249098   14.36943  
 4.593227   4.411765   4.428905    2.97192  
 7.554894   .3286385  -.5580357   7.703025  
-5.743945  -5.194198  -7.519641   -13.6204  
 5.323054   6.712734  -2.791262   6.461275  
 -3.45068  -10.91582  -7.990013  -29.40112  
 4.440433          0  -2.035278  -.9393681  
 1.590045   6.178608  -6.094183   1.867816  
 1.020755   1.515892   7.817109  -13.70945  
 7.039407   1.493256   .4103967   24.09284  
  4.97168   1.756051  -1.634877   .3161222  
 .9292566   .6529851  -2.354571  -9.847689  
-1.900802  -1.668211          0  -13.95281  
 3.966091  -1.790763   .7092199   -4.36696  
-1.164822   1.391555   2.535211  -7.115044  
 -14.5551  -8.282063  -12.36264  -8.346037  
 6.206897   4.282766  -5.642633   8.357589  
 8.019481   2.325581  -.8305648   28.85649  
  5.92125   4.738878   10.55276    2.41215  
 5.618615   1.477378         -5  -3.402152  
 4.110693   2.866242   3.508772   -5.38832  
-3.225806  -.4865104  -.4622496   3.690741  
 3.866667   3.022222    13.1579   11.01565  
 3.799743   4.529767   5.471956   21.83527  
-2.498145  -6.479571  -2.983139  -8.892922  
 5.454084   2.383054   9.224599   11.40438  
-3.199423   1.681034   4.406365  -2.548055  
-.6212724  -2.246715  -1.524033   2.247706  
-2.875719  -2.385082   3.452381  -5.563033  
 6.256437   .1332741   3.797468   4.109263  
 1.914223   5.501331   4.988914   15.99361  
 5.777461   3.574432   4.857445   10.30684  
-5.079793  -1.786439  -.8056395   -8.43438  
-2.012787   1.281521   .6091371   10.55501  
 9.666506  -.0816327  -.7063572   1.373965  
-3.085059  -.5718954  -3.353658  -10.84275  
 -2.18281  -1.109285   -7.67613  -5.184175  
 2.394235   7.478189   4.555809   9.804728  
-1.634506  -1.816776  -8.714597   4.230625  
 6.069698   1.456693   4.057279    1.52658  
 -5.35248          0  -2.752294  -8.473377  
-.4827586  -1.319364  -6.132075  -4.812524  
-8.015708   .6291781  -1.256281  -6.111675  
 .4018081  -2.110199  -5.852417   7.936851  
 3.476738   4.231537   1.351351   6.672009  
-9.233745   -.459594  -4.533333  -8.170548  
-6.418109  -5.386687   2.932961  -13.70423  
 7.683551   5.774705   6.919946   4.906376  
 .5021142   1.499423  -4.060914  -1.581563  
-2.498028   3.295455  -.7936508  -1.010101  
-1.078749  -4.730473       -8.4  -5.565863  
-6.406761  -1.501155   -7.27802  -9.945972  
-8.185261  -6.877687  -7.378336  -10.28088  
 1.808376    6.54637   3.559322   1.246201  
  7.54129   2.717605  -.8183306   11.94836  
 .7534048   2.492331  -1.815181   1.045857  
-1.553063   1.234568  -5.882353   -5.89172  
-2.103418  -1.441242   4.464286  -2.256063  
 3.700388   .0374953   4.444445    5.25101  
-6.158273  -1.911544    2.12766   4.194079  
-.8892978   .7260222   3.525641  -1.683767  
-7.271039  -4.666161  -8.513932  -6.234948  
-7.874541  -4.058894  -5.752961  -3.110731  
 .4708439   1.119867  -2.513465  -2.179676  
-10.99495  -4.799016  -2.209945  -9.665763  
 8.626974   2.412753  -6.403013   4.066667  
 5.779269   .5889777    3.62173   6.630365  
-6.097991  -1.756587  -5.631068  -7.419645  
 -2.74024  -1.660281  -2.469136  -.6813757  
-1.698186  -5.281385  -.4219409  -1.470108  
 .8637613   3.016453  -3.813559  -5.338196  
 8.096536   4.259095   1.101322   .9457093  
 5.077422   .0851064   5.228758   8.848022  
 1.130912   .5527211   7.867495   .9244501  
 1.626567   3.128964    4.03071   5.843336  
   1.8006   2.501025   6.642066   7.639511  
-1.211923       -.92   1.730104    2.93873  
 5.503979   3.189342   2.380952   8.537571  
 .7228158  -2.621283  -4.152824   1.042184  
 5.054602   3.575733   4.332756   2.111984  
 1.722602  -.8533747   .3322259   5.675806  
 1.226277   2.738654   3.311258   4.642694  
-1.644073   1.599391   8.974359  -8.808177  
-1.671554  -.4122939   .5882353  -5.819222  
 1.222786   1.731276  -4.532164   2.127121  
 1.797289   2.108768   5.053599   .7190677  
-3.444284   .1086956  -4.227405  -.3938946  
 .2398082   .4705031   -.913242   5.017301  
 .9270335   3.134006  -2.304147    2.09461  
 1.422222   3.108627  -1.572327  -.5071462  
 3.856266   4.031165   1.277955   7.715477  
  3.23488   3.060892   4.574132    1.20456  
