   0.52526  -0.05568   0.20083  -0.20115
   0.33231   0.17304   0.15990  -0.45065
   0.72611  -0.09242  -0.70914   1.69876
   0.94906   1.18523  -1.32655   0.23392
   0.67264  -0.16346  -0.40231  -0.05421
   0.25709   0.32648   0.94831  -0.54233
   0.76539  -1.49243   0.89101   1.79138
   0.68176  -0.48396   0.89948  -0.39424
   0.84423   0.11461   1.15185   0.22018
   0.57750  -0.14751   0.46161  -0.16747
   0.79208  -0.01938  -0.18806   0.33179
   0.77724  -0.34766   0.13161  -0.06650
   0.93870  -1.56502  -0.13001   0.19382
   0.93093  -0.20077  -0.33707   0.15879
   0.48906   0.51908   0.37319   0.79548
   0.49210  -0.20102   0.34640   1.08972
   0.12758  -2.39174  -1.16604   0.29207
   0.43257   1.05047  -0.11970   0.23215
   0.40351   1.00360   1.06470   0.43886
   0.81272   0.72735   0.91205  -1.59456
   0.54693   0.83680   1.12600  -0.90313
   0.98246   0.50474  -0.43401  -1.13424
   0.95140  -0.46334   1.09240  -0.49985
   0.75943   1.08492  -1.34123  -0.59938
   0.30535   0.13549   0.46852  -0.01785
   0.39154   0.97286  -0.67416   1.04484
   0.81400  -0.54866   0.58700   0.25311
   0.57064   2.18815   0.37001  -0.71899
   0.79942  -0.50232  -1.71243  -1.31501
   0.51260   1.16331   1.05236  -0.06610
   0.42595  -0.02478   0.23926  -0.43719
   0.92507  -0.54160   0.37818   0.47193
   0.87340   1.71752  -0.04276  -0.82192
   0.74741  -0.31385  -0.03626   1.46225
   0.91423  -0.73990   0.15401  -0.78606
   0.33036   0.76498  -0.23293  -0.86138
   0.74189  -0.22761  -1.43417   1.85232
   0.67317   0.75717   0.76596   0.16900
   0.70515   0.46630   1.00393   0.93424
   0.69300  -1.11852  -2.35674   0.34450
   0.99944   0.31973   1.23207  -0.16218
   0.67147  -0.41720   1.39970   0.52064
   0.13475  -0.20649   0.89767   0.21829
   0.51998   0.04214   0.60126   0.89433
   0.77991  -0.19893  -0.12112   0.59892
   0.62713  -0.30417   1.29605   1.78464
   0.79930   0.28481   1.47862   0.36466
   0.64079   0.44807  -0.88721   0.33788
