 3.244286   2.836813  
  3.23927   2.842983  
 3.240825   2.845566  
 3.227784   2.851042  
 3.233824   2.851683  
 3.252434   2.852006  
   3.2685   2.857125  
 3.288727   2.858399  
 3.306542   2.860313  
 3.317417   2.864758  
 3.326571   2.869182  
 3.329017   2.871387  
 3.342035    2.87296  
 3.354459   2.875157  
 3.373103   2.882339  
 3.380862   2.885136  
 3.403036   2.887618  
 3.414594   2.889471  
 3.428135   2.893788  
 3.430811   2.896862  
 3.455105   2.898841  
 3.468526   2.905933  
 3.488607   2.910517  
 3.512494   2.914734  
 3.536654   2.922758  
 3.540118   2.932787  
 3.546685   2.942379  
 3.554699   2.949851  
 3.563512   2.951874  
 3.563571   2.958606  
 3.571477    2.96928  
 3.579009   2.977538  
 3.599406   2.988013  
 3.616225   2.999346  
  3.62302   3.011507  
 3.627228   3.023523  
 3.642869    3.03477  
 3.645719   3.052023  
 3.651894   3.066279  
 3.647153   3.080032  
 3.645479   3.094772  
 3.647365   3.110743  
 3.656193   3.121911  
 3.645427   3.134929  
 3.672788   3.142491  
 3.678415   3.153864  
 3.686309   3.163748  
 3.689164   3.169194  
 3.706778   3.177045  
 3.730117   3.185096  
 3.739604   3.194144  
 3.755835   3.203116  
 3.780907   3.216938  
 3.792408   3.238714  
 3.787065    3.26052  
 3.796578   3.283562  
 3.787874    3.31128  
 3.790752    3.33917  
 3.781023   3.369201  
  3.77709   3.397919  
 3.765058   3.415912  
 3.772345   3.431497  
 3.789141    3.45259  
 3.802164   3.468423  
 3.824426   3.478044  
 3.831847   3.490337  
 3.836627   3.506173  
 3.843763   3.517358  
 3.855774   3.534848  
 3.875218   3.556108  
 3.892962   3.570577  
 3.892859   3.581609  
 3.896072   3.598375  
 3.934729   3.624042  
 3.944539   3.647383  
 3.957606    3.66739  
 3.959551   3.692012  
 3.960503   3.725742  
 3.967677   3.758219  
 3.970622   3.787042  
 3.973806    3.82526  
 3.953413   3.860711  
 3.951749   3.879446  
 3.970122   3.905282  
 3.990181   3.931353  
 3.982349   3.954289  
 3.994373   3.982507  
 3.981836   3.996739  
 3.965304     4.0049  
  3.97066   4.020097  
 3.966867   4.038828  
 3.967755   4.040877  
 3.980011   4.040421  
 4.002315   4.052849  
 4.021873    4.06479  
 4.042128   4.073405  
 4.061491   4.084235  
 4.078556   4.095164  
 4.088236    4.10587  
 4.096419   4.113189  
 4.105609   4.119721  
 4.114118   4.131621  
 4.129626   4.138961  
 4.137284   4.147884  
 4.146802   4.150331  
 4.150756   4.147884  
 4.160292   4.155308  
 4.165317   4.160967  
 4.171874    4.17199  
 4.182812   4.184962  
 4.191846   4.196114  
 4.209159   4.204736  
 4.214036   4.210678  
 4.226669   4.223236  
 4.231994   4.236477  
 4.245104   4.246779  
 4.255201   4.257799  
 4.261742   4.274103  
  4.26884   4.282156  
 4.271374   4.291737  
 4.282856   4.308804  
 4.285412   4.318907  
 4.285483   4.336027  
 4.277896   4.352112  
 4.272782   4.360306  
 4.279252   4.366222  
 4.284065   4.374059  
 4.288746   4.381591  
  4.29905   4.388587  
 4.308647   4.396727  
 4.318409   4.404564  
 4.329368   4.411636  
 4.330575   4.420057  
 4.335629   4.427714  
 4.340752   4.431637  
 4.354117    4.43852  
 4.364239   4.444903  
 4.377194   4.451245  
 4.382782   4.460012  
 4.394433   4.464702  
 4.397208    4.47291  
 4.399001   4.481709  
 4.407117   4.486079  
 4.414404   4.490865  
 4.421431   4.499938  
 4.437688   4.509783  
 4.446036   4.515092  
 4.457662   4.522268  
 4.465364   4.528976  
 4.480444   4.532937  
 4.492819   4.536882  
 4.500165   4.540812  
  4.51117   4.543493  
 4.517762   4.548831  
 4.529213   4.552715  
 4.544288   4.556176  
  4.55274   4.560031  
 4.560982   4.569705  
 4.572583   4.575904  
 4.590202   4.582063  
 4.592732    4.59192  
 4.608315   4.602457  
 4.607168   4.610386  
 4.612354   4.615764  
 4.611123   4.625296  
  4.61419    4.63567  
 4.610675   4.636989  
 4.614605   4.634166  
 4.621368   4.637734  
 4.626804   4.648546  
 4.632679   4.652798  
 4.633174    4.65593  
 4.637405   4.666002  
 4.646427   4.669637  
 4.663911   4.674528  
 4.672679   4.674706  
 4.683094   4.683695  
 4.691687   4.697904  
 4.701426   4.701435  
 4.709557   4.707393  
