  -.02863      .0098    -.07715    -.01871     .10761     .02881      .0204      .0042  
   .06105     .06311     .10161     .04679     .04914       .034     .03961       .004  
   .12897    -.00621     .03226     .09136     .00234     .04305     .02704      .0046  
   .14938     .03704     .02557     .15221     .03673     .04315     .02505      .0044  
   .03593     .03571     .07036    -.01453     .00226     .03777     .03401      .0054  
   .06716    -.02095    -.02344     .03226          0    -.01051     .03117      .0047  
   .00138     .04656        .04     .13411     .05793     .02655     .04078      .0045  
    .0221    -.00212    -.02718    -.04822    -.04051    -.04138     .00931      .0047  
  -.02162     .08977    -.00531    -.08585        .02     .05091     .03636      .0043  
   .10497    -.00784    -.06667      .0291     .00593     .05709    -.01131      .0047  
  -.12875     .06126     .11543    -.00386     .04338     .02291     .04271      .0042  
   .00717     .07948     .09021    -.05433    -.01929     .04847     .01519      .0049  
   .05413     .06597    -.00473     .18741      .0913    -.01079     .02815      .0043  
   .06689    -.01629    -.01853     .13249     .01946          0      .0163      .0039  
   .04497     .03755     .03902    -.09276    -.02481     .02516     .01093      .0039  
   .09818    -.00803     .01878    -.03146    -.02763     .04294     .02552      .0046  
   .04857      .0712      .0235    -.00603    -.02016     .00635      .0268      .0042  
   .01158     .04834    -.04989     -.0726     .03498     .02507    -.00828       .004  
  -.01873    -.04657    -.06921     .08586    -.11356    -.05324    -.05381      .0045  
   .03924     .01064     .02615     .06721     .02472     .00049     .03247      .0041  
   .07653     .10027    -.03275     .08852     .10965     .02147     .05299      .0044  
   .04076     .06319     .11719     .03614     .04324     .06456     .01363      .0042  
   .14299     .07494     .08205     .23818     .12144     .07379     .06552      .0041  
   .05339    -.04428    -.03254    -.04941    -.05584     .03841    -.01136      .0046  
   .23449     .04678      .0583     .03548     .04638      .0574     .05345      .0045  
  -.04412    -.00604    -.01059    -.08143     .01887    -.02495    -.00116      .0039  
  -.05962    -.03018     -.0432    -.04522    -.01852     .07481    -.04481      .0043  
   .32515     .11839     .04515      .1694      .1236     .05104      .0423      .0043  
   .02058     .08784          0     .08037     .00153      .0536     .07163      .0049  
   .01915      .0766    -.02832     .04335    -.01985     .03376     .04413      .0037  
   .11968     .08285     .10987     .17175     .00866     .04898     .07652      .0043  
  -.06581    -.10784     .02222    -.03948     -.0495    -.04128    -.03624      .0041  
   .00095     .09207     .06673     .04562     .04963     .04699     .05846      .0044  
  -.01748    -.05051    -.04108    -.07075     .02335    -.04098    -.03448      .0042  
   .08846     .14313    -.04284     .11371      .1525    -.00045      .0305      .0039  
  -.08657    -.00271     .05804    -.04452     .04279     .00307     .01775      .0048  
   .15426     .05622     -.0463    -.05615     .08088    -.03064     .00453      .0043  
   .13615     .00323     .19849     .05962     .04737     .08173     .07322      .0039  
   .05605     .11238    -.01723    -.00539    -.04634     .06078     .05132      .0039  
   .00698     -.0116    -.00554     .11552     .16834     .08041     .01088      .0043  
  -.05895    -.02128     .07421     .01592    -.09082    -.02946    -.02573       .004  
   .27782     .08996    -.07043    -.02287     -.0723     .01241       .032      .0041  
   .01442    -.01252     .08232     .15406    -.01516    -.01576    -.02324       .004  
  -.12735    -.10552    -.18928    -.14834    -.20327    -.06267    -.15763      .0043  
   .14723    -.00172    -.05591     .14095    -.07517     .07927     .06383      .0046  
  -.03805     .09976     .15148     .15564     .06365     .01416     .07436      .0032  
    .1523     .03286     .11375     .11343      .1949     .05284       .062      .0031  
   .13678      .1325     .02415     .11658    -.06796      -.025     .06306      .0038  
   .26183     .02819     .25415     -.0061         .1    -.03932     .03835      .0035  
  -.14214     -.0435    -.07451    -.07247     .06629    -.04665    -.03811      .0035  
     .194     .10629     .05435     .04418    -.11545     .06009     .03787      .0043  
  -.09275    -.04746     .02371     .18018     .02008     .17715     .04897      .0037  
  -.00769    -.03499    -.07125      .1102    -.08268    -.03344    -.02074      .0034  
   .11774     .11125    -.04348     .11422     .05794    -.03443     .05096       .004  
  -.04851     -.0323    -.07386    -.02756    -.10548     .02917    -.03059      .0038  
   .07866     .03039     .09202      -.008      .0068    -.00113       -.01      .0039  
  -.02161     .05876       -.05     -.0286    -.06306    -.03645    -.02284      .0039  
   .02208     .14286     .11917    -.18802     .01923    -.02549     .06205      .0039  
  -.01637    -.03967     .02928      .0502     .05981     .07683     .03687      .0036  
   .28231     .19239     .00955     .04669     .04933     .01576      .0839      .0044  
