  -.16167    -.13651     .10834     .04056     .24145     .03569    -.03977      .0041  
  -.08685    -.00935    -.04965    -.08356    -.07745     -.0921     .03178      .0043  
   .18881     .17873     .08874     .14842     .23134     .03485     .05353      .0047  
  -.34353     .01044     .13057    -.05508        .05    -.00321    -.05949      .0046  
  -.10305     .00517    -.24032    -.03583    -.03175     .07807    -.03905       .005  
   .27872     .00593    -.17788     .02037    -.07452    -.05776     .05168       .004  
  -.12734     -.0269    -.01938     .02624    -.00322     .01911    -.01711      .0048  
        0     .14095     .27662     .17514     .00646     .02581     .07636       .005  
  -.13608    -.01471    -.09957    -.14773    -.01766     .09188    -.05112      .0051  
   .14197    -.04984    -.04423    -.12444    -.06373      .0007    -.02455      .0056  
  -.16697    -.09578    -.19517    -.04944    -.19197    -.00838    -.10254      .0051  
  -.24401    -.02956     .02904    -.09091     .00726    -.01207     .02033       .005  
   .40778    -.04083     .05423     .31765     .05227    -.03206     .03954      .0054  
  -.03378     .01131     .00223    -.10687     .01642    -.03161    -.09927      .0039  
  -.07309    -.09634    -.02757    -.03724    -.07593    -.00062    -.07031      .0044  
   .23886     .15934     .05709     .19713     .05769     .09383     .08392      .0039  
   .02111     .00968     .04725    -.02779     .04529     .00666     .01056      .0032  
   .05522     -.0051     .13093     .01073    -.08634    -.01555    -.01748      .0028  
  -.09329    -.10441    -.01166    -.06894    -.08792    -.04385    -.01834       .003  
  -.13809    -.05793    -.13129    -.04866    -.03491    -.03305     -.0591      .0031  
  -.10307    -.08834    -.21644    -.08234    -.26779    -.01868    -.09152      .0028  
   .13641    -.02124    -.03683     .17826    -.00161     .00127     .02799      .0022  
   .10421      .0574     .21491     .07088     .10113    -.04613     .07873      .0017  
   .03177     .04571    -.02213     .04646     .02247      .0508     .01782      .0015  
  -.03834     -.0731     .05226    -.10805     .01641    -.00636    -.01609      .0015  
  -.08429     .04118     .04576    -.08926     .09212     .06351    -.02173      .0015  
   .03377    -.02727       .141     .05993     .00348     .06126     .04469      .0015  
  -.13348    -.15754     .06121    -.19462     .00433     -.0835    -.04966      .0015  
  -.02583      -.013    -.02338    -.03773    -.01165    -.00025    -.01045      .0015  
   .07445    -.06134    -.13998    -.10503    -.17503     .02479    -.07025      .0015  
  -.12285     .10843    -.12909    -.02222     -.0619    -.10166    -.08113      .0015  
   .02293    -.06366     .03888     .07287    -.11562    -.02938     .00799      .0014  
   -.1088    -.17645    -.18721    -.22645    -.03444    -.10014    -.09997      .0014  
   .22245     .02434    -.14524      .3538     .10304     .05517     .07495      .0014  
   .07874     .07406     .20902     .10299     .18683      .0407     .06127      .0012  
  -.10368    -.09513    -.07154    -.10838     -.1665     .00402    -.05331      .0011  
  -.08201    -.04969    -.01438     .00903     .07296    -.02261    -.02344       .001  
   .00211     .04754     -.0567    -.00128    -.02514     .00293    -.01541      .0009  
   .02152     .06029    -.00444     .00616    -.00234     .02734     .01034       .001  
   .05576      .1549     .07228     .08249     .09636     .00715     .08281       .001  
  -.03717    -.02547     -.0061     .03887     .05305     .04119     .06351      .0009  
   .04185     .00592     .01896    -.06293     .00509    -.01346     .01634       .001  
   .03003    -.00837     .03972    -.01515     .10987    -.00919     .02313      .0007  
   .00417     .03973     .11141     .01132    -.06478     .06661     .02491      .0007  
   .04827     .01454    -.00414     .07706     -.0161    -.02918     -.0091      .0008  
  -.05396    -.02684     .04251     .01302     .12246    -.00055     .06034      .0007  
  -.01645    -.01172      .0143     .01363     .01988    -.00355     .01661      .0007  
   .06457     .08755     .24825     .02364     .01949      .1326     .04553      .0008  
   .01023     .08554    -.06966     .07067     .02872    -.00512     .02307      .0007  
  -.04051    -.02706    -.02134     -.0259     .10542     .03996     .01547      .0006  
  -.06031     -.0615     -.0212    -.04829    -.05805    -.01375    -.01069      .0009  
   .04813    -.01868     .00679    -.03996    -.07843     .02308    -.02421      .0008  
   .00383     .03907    -.03226     .00681     .01911      .0228     .01412      .0006  
   .08883     .04756     .02644    -.00497     .08607     .02682     .02157      .0008  
  -.00245     .02623    -.07405    -.01225    -.09415     .04256    -.03768       .001  
  -.03896    -.01383    -.03083    -.02527    -.02772     .00151     .00271      .0011  
   .01282     .03019     .02832      .0124     .00445     .04837     .02056      .0011  
   .01157     .01608    -.09251     .04677      .1184     .01842      .0178      .0011  
   .06864     .03634     .01401     .05203     .06582     .04673     .04826      .0015  
  -.00336     .03846     .03809     .04605     .04315      .0002     .03518      .0016  
