1.028321	1	0.604714	1.144084	1.085786
0.779643	2	0.692397	1.127831	0.523827
0.893899	3	0.79923	0.892151	1.503242
0.658667	4	0.782096	1.570294	1.523312
0.692262	5	0.990723	0.908405	0.218763
1.11569	6	1.593421	0.472262	1.67183
0.880446	7	0.934283	1.116995	0.818855
0.793071	8	0.466637	1.43304	1.264409
0.987994	9	1.388826	0.945427	1.493207
1.001431	10	0.575486	1.058301	0.616149
1.028321	11	1.280985	1.050174	0.644247
1.055192	12	1.052202	0.85242	0.559953
1.021591	13	0.530132	1.226256	0.66231
0.692269	14	1.79096	1.677749	0.604107
0.678818	15	1.902832	0.895763	0.8891
1.088813	16	1.265867	1.356286	1.447046
1.10897	17	1.11872	0.853323	1.340675
1.270276	18	0.791167	1.412271	0.389358
1.229947	19	0.705499	1.6931	0.959345
1.028311	20	0.421284	0.726904	0.953324
1.347639	21	0.511991	0.94633	1.487186
1.217391	22	0.592619	0.527344	1.364759
0.835759	23	0.739766	0.697106	0.567981
1.783359	24	1.198341	1.158532	2.041118
1.246753	25	1.477517	1.52966	1.252367
1.555866	26	1.021966	0.660986	1.035611
1.570118	27	1.324323	0.671822	1.284479
1.350949	28	1.050186	0.83436	1.685879
1.490542	29	1.272922	0.949942	0.907163
1.268054	30	0.892961	0.781987	0.453582
0.447837	31	0.753876	0.393702	0.8028
1.356206	32	0.794191	1.090808	0.553932
1.582278	33	1.380763	0.711554	1.039625
1.080829	34	1.354559	1.155823	1.208213
1.83125	35	1.00584	0.99148	0.939275
1.028031	36	1.28804	0.366613	0.810828
1.465217	37	0.828458	1.385182	0.698436
1.706897	38	0.772018	0.837972	0.586044
1.988593	39	1.052202	0.895763	1.111877
