   58.1026765752  53.187
   57.6123059236  52.113
   59.7571761465  52.026
   60.6608138499  52.991
   62.9243417475  54.065
   63.5068490333  53.643
   64.845131195   54.292
   65.033072336   53.615
   64.8155462574  52.736
   63.8509767591  53.02
   64.3449977944  52.819
   61.9382125767  52.866
   62.2224410321  53.518
   60.7567853443  54.725
   61.7185240391  55.806
   61.383501203   56.947
   64.2757775581  58.061
   62.54151653    59.06
   64.6007361106  59.635
   63.1023251779  60.125
   65.3945891718  60.68
   64.8419462849  61.198
   65.3545454216  62.155
   64.5008228665  62.633
   63.3321893654  63.232
   64.5490926042  63.482
   62.2671239754  64.09
   61.7956283151  64.413
   62.6937316129  64.837
   64.6861520709  65.55
   64.063479406   66.145
   64.8524004977  67.3
   64.3573470817  67.629
   65.3734214833  68.489
   64.1232891735  68.854
   65.7196253214  69.763
   66.3240789282  70.471
   68.4912778421  70.933
   67.8882109169  71.439
   67.8066292046  71.62
   69.1769981916  72.447
   71.187109368   72.633
   71.1385624194  72.638
   72.6857454424  72.089
   71.8103846631  71.721
   75.2062056736  72.186
   73.5392027422  72.535
   75.5989567589  72.875
   75.3339866759  73.63
   76.9820625054  74.34
   76.8555512295  75.069
   77.7836210951  75.896
   78.3429957684  75.988
   77.4238081249  76.373
   77.8372563787  76.765
   79.3471649496  77.798
   80.1697502843  78.59
   81.7909763137  79.614
   81.4227488196  80.061
   83.4850383482  80.999
   79.8384370342  81.224
   74.2724264289  81.37
   74.8818289022  82.033
   77.608808884   82.633
   79.8706620312  83.215
   79.0862704338  84.579
   80.2193350495  85.288
   83.1285776943  86.286
   83.5382694993  86.953
   85.7104826471  88.274
   86.2188734509  89.373
   88.6649487816  90.032
   89.8332212519  91.028
   89.4179905247  91.63
   90.7695717949  92.686
   91.0761853691  94.093
   91.7697421638  94.892
   92.5338748048  95.677
   94.7922942602  96.794
   95.9631144431  98.514
   98.580293868   98.764
   99.3365601366 100.315
  101.472426568  100.2
  100.481863609  100.721
  100.484589783  100.597
   99.4953124686 100.906
  100.150424465  100.552
   99.1165704743 100.948
   98.184530624  101.633
  101.390480059  102.187
  101.843659607  102.789
  101.091264836  102.84
  100.49969525   103.148
  101.320471267  104.031
  102.906829785  105.926
  103.223192528  106.622
  104.159246469  107.633
  105.101932094  108.705
  107.496713838  109.538
  108.22829075   110.247
  106.676824358  111.173
  108.580678847  112.069
  111.129641612  113.224
  111.168846994  113.72
  112.530696464  115.274
  113.719915831  116.004
  116.190785385  116.569
