5.63	104.63
5.46	103.53
5.63	97.3
5.6	95.96
5.83	98.83
5.76	97.23
5.56	99.06
5.63	113.66
5.46	117
5.26	119.66
5.06	124.33
5.06	133
4.83	143.33
4.73	144.66
4.46	152.33
4.2	178.33
3.83	192
3.9	186
3.86	188
3.7	193.33
3.63	187.66
3.83	175.33
3.93	178
3.96	187.66
