8.2	493
7.39	410
7.68	451
9.88	723
5.65	329
7.1	432
5.17	294
3.34	270
5.63	311
1.39	194
9.3	640
2.21	217
2.88	272
6.94	401
3.17	196
2.36	238
2.33	269
2.76	256
8.97	605
2.77	246
3.14	222
2.47	204
6.77	356
7	378
1.69	177
4.41	263
8.6	549
4.71	267
