     1711      13.08  
     1632      12.92  
     1800      13.17  
     1821       13.2  
     1680      12.91  
     1676      12.22  
     1684      12.03  
     1743      12.19  
     1676      12.19  
     1834      12.14  
     1698      11.78  
     1942      11.26  
     1972      10.88  
     1848      10.71  
     1876      10.08  
     1933       9.94  
     1854      10.14  
     1847      10.68  
     1782      10.51  
     1807       10.2  
     1687      10.01  
     1681       9.97  
     1623        9.7  
     1833       9.31  
     1774        9.2  
     1784       9.08  
     1726       9.04  
     1614       9.83  
     1628       10.6  
     1594      10.54  
     1575      10.28  
     1605      10.33  
     1695      10.89  
     1515      11.26  
     1656      10.65  
     1400      10.65  
     1271      10.43  
     1473       9.89  
     1532       9.93  
     1573       10.2  
     1421      10.46  
     1478      10.46  
     1467      10.43  
     1493       10.6  
     1492      10.48  
     1522       10.3  
     1569      10.27  
     1563      10.61  
     1621      10.73  
     1425      10.65  
     1422      11.03  
     1339      11.05  
     1331      10.77  
     1397       10.2  
     1427       9.88  
     1332       9.99  
     1279      10.13  
     1410       9.95  
     1351       9.77  
     1251       9.74  
     1551        9.9  
     1437       10.2  
     1289      10.27  
     1248      10.37  
     1212      10.48  
     1177      10.16  
     1171      10.04  
     1115       10.1  
     1110      10.18  
     1014      10.18  
     1145      10.01  
      969       9.67  
      798       9.64  
      965       9.37  
      921        9.5  
     1001       9.49  
      996       9.47  
     1036       9.62  
     1063       9.58  
     1049       9.24  
     1015       9.01  
     1079       8.86  
     1103       8.71  
     1079        8.5  
     1176       8.43  
     1250       8.76  
     1297       8.94  
     1099       8.85  
     1214       8.67  
     1145       8.51  
     1139       8.13  
     1226       7.98  
     1186       7.92  
     1244       8.09  
     1214       8.31  
     1227       8.22  
     1210       8.02  
     1210       7.68  
     1083        7.5  
     1258       7.47  
     1260       7.47  
     1280       7.42  
     1254       7.21  
     1300       7.11  
     1343       6.92  
     1392       6.83  
     1376       7.16  
     1533       7.17  
     1272       7.06  
     1337       7.15  
     1564       7.68  
     1465       8.32  
     1526        8.6  
     1409        8.4  
     1439       8.61  
     1450       8.51  
     1474       8.64  
     1450       8.93  
     1511       9.17  
     1455        9.2  
     1407       9.15  
     1316       8.83  
     1249       8.46  
     1267       8.32  
     1314       7.96  
     1281       7.57  
     1461       7.61  
     1416       7.86  
     1369       7.64  
     1369       7.48  
     1452       7.38  
     1431        7.2  
     1467       7.03  
     1491       7.08  
     1424       7.62  
     1516       7.93  
     1504       8.07  
     1467       8.32  
     1472       8.25  
     1557          8  
     1475       8.23  
     1392       7.92  
     1489       7.62  
     1370        7.6  
     1355       7.82  
     1486       7.65  
     1457        7.9  
     1492       8.14  
     1442       7.94  
     1494       7.69  
     1437        7.5  
     1390       7.48  
     1546       7.43  
     1520       7.29  
     1510       7.21  
     1566        7.1  
     1525       6.99  
     1584       7.04  
     1567       7.13  
     1540       7.14  
     1536       7.14  
     1641          7  
     1698       6.95  
     1614       6.92  
     1582       6.72  
     1715       6.71  
     1660       6.87  
     1792       6.72  
     1748       6.79  
     1670       6.81  
     1710       7.04  
     1553       6.92  
     1611       7.15  
     1559       7.55  
     1669       7.63  
     1648       7.94  
     1635       7.82  
     1608       7.85  
     1648       7.74  
     1708       7.91  
     1636       8.21  
     1737       8.33  
     1604       8.24  
     1626       8.15  
     1575       8.52  
     1559       8.29  
     1463       8.15  
     1541       8.03  
     1507       7.91  
     1549        7.8  
     1551       7.75  
     1532       7.38  
     1600       7.03  
     1625       7.05  
     1590       6.95  
     1649       7.08  
     1605       7.15  
     1636       7.16  
     1670       7.13  
     1567       6.95  
     1562       6.82  
     1540       6.62  
     1602       6.66  
     1568       7.07  
     1698          7  
     1829       6.89  
     1642       7.01  
     1592       6.99  
     1764       6.81  
     1717       6.65  
     1655       6.49  
     1633       6.29  
     1804       6.09  
     1648       6.11  
     1753       6.07  
     1788       6.05  
     1853       5.92  
     1629       5.84  
     1726       5.75  
     1643       5.81  
     1751       5.48  
     1867       5.23  
     1897       5.63  
     1833       6.26  
     1939       6.15  
     1967       5.95  
     2083       5.93  
     2057       5.88  
     1911       5.74  
     1846       5.64  
     1998       5.45  
     2003       5.83  
     1981       6.27  
     1828       6.29  
     2002       6.06  
     2024       5.87  
     1905       5.75  
     2072       5.72  
     1782       5.73  
     2042       5.75  
     2137       5.71  
     2213       5.63  
     1856       5.93  
     2079       5.86  
     2034       5.72  
     2078       5.58  
     2070        5.7  
     2075       5.82  
     2158       5.77  
     2046       6.07  
     2131       6.33  
     2002       6.27  
